"ctryName","ctryCode","iso2","year","internetSubPer100","internetUserPer100","internetServerPerMil","area","popDensity","telephonePer100","cellPer100","lifeExp","imr","gdppcPPP","pop","popUrbPct","unempYthMaleILO","unempYthTotILO","unempTotILO","lfpMale","lfpTot","secondaryEnroll","healthExpGDP","milExpGDP","secondExpPerStudent","homicidesPer100k","battleRelDeaths","milPersonnelOfLabor","migrantStockPctPop","refugeeAsylum","refugeeOrigin","icsrLow","icsrHigh","icsrMean","contig","dist","muslim.pop","muslimpct","fh_cl","fh_pr","fh_status","ccodecow","cname","fh_aor","fh_ep","fh_feb","fh_fog","fh_ipolity2","fh_pair","fh_polity2","fh_ppp","fh_rol","pctmusShia","shiapct","sunnipct","govt.reg.relig","govt.fav.relig","soc.reg.relig","pctpop0.14","pctpop15.24","pctpop25.54","pctpop55.64","pctpop65","n.attacks","n.kill","n.attacks.post11","n.kill.post11","religious.frac","ethnic.frac","language.frac","refugeesUnhcr"
"Romania","ROM","RO",2014,17.3283188742,49.7645,125.0502008032,230020,86.8679158334,21.7525705017,105.5829216513,74.4634146341,10.5,18184.1097333037,19981358,54.235,23.5,23.7999992371,7.3000001907,72.5999984741,64.6999969482,95.0112991333,4.2560027936,1.3295832673,11.8981800079,1.7,NA,1.5781478365,0.6556914399,1770,2329,0,0,0,0,1499.248046875,"73000",0.3,2,2,1,360,"Romania",11,10,14,8,"8.57589054107666",12,"",14,12,0.5,0.0015,0.2985,5.278,8.267,9.333,14.6,11.3,45.7,13,15.4,1,0,1,0,0.2373,0.3069,0.1723,1920
"Russian Federation","RUS","RU",2014,16.6244715559,61.4,84.8024698257,16376870,8.7623496431,28.3358556958,152.8353524497,71.0731707317,8.6,23564.2077363646,143499861,73.851,14.1999998093,14.5,5.5999999046,78.6999969482,73.4000015259,95.2995986938,3.145940176,4.1884314803,NA,9.2,316,1.6368455067,8.6177216205,3458,74357,800,1500,1150,0,2478.70947265625,"16379000",11.7,5,6,3,365,"Russia",4,1,6,3,"2.78577065467834",6,"",3,3,0.5,0.0585,11.6415,3.889,4.733,10,16.4,10.7,45.8,13.8,13.3,1160,1048,1160,1048,0.4398,0.2452,0.2485,4698
"Rwanda","RWA","RW",2014,0.023614782,8.7,3.6363636364,24670,477.3620591812,0.3849863313,56.8007939865,63.9939756098,37.1,1426.3662876262,11776522,26.869,0.8999999762,0.6999999881,0.6000000238,86.3000030518,87.1999969482,32.5598983765,6.5473906017,1.0958059211,41.7924003601,23.1,1,0.6061295631,4.2953908983,73349,83937,0,0,0,0,3997.8642578125,"188000",1.8,6,6,3,517,"Rwanda",2,2,4,4,"1.95861077308655",7,"",2,3,0.5,0.009,1.791,5.556,1.733,7.333,42.1,18.9,32.5,4,2.5,22,28,22,28,0.5066,0.3238,NA,73563
"Saudi Arabia","SAU","SA",2014,7.3537394979,60.5,48.2481528142,2149690,13.4107103815,17.1346119359,184.2042369333,75.7033658537,13.4,52067.9660469226,28828870,82.719,21.1000003815,28.7000007629,5.6999998093,79.9000015259,56.5,116.1676712036,2.0323008651,8.9894631834,NA,0.8,NA,2.2390829571,26.7400268402,559,584,1500,2500,2000,1,992.687927246094,"25493000",97.1,7,7,3,670,"Saudi Arabia",0,0,3,1,"0.304290890693665",2,"",0,2,12.5,12.1375,84.9625,9.444,9.333,10,27.6,19.3,45.4,4.5,3.2,21,20,21,20,0.127,0.18,0.0949,658
"Senegal","SEN","SN",2014,0.7551891705,20.9,3.5743744845,192530,73.4081961253,2.4319761584,92.9279827471,63.3507317073,43.9,2170.0772069902,14133280,43.079,11.3999996185,14.6000003815,10.3000001907,89.5,78,41.0044517517,2.2224875449,0.0016010529,28.9545898438,2.8,25,0.304519362,1.6220220216,14247,19884,0,0,0,0,5782.0810546875,"12333000",95.9,3,2,1,433,"Senegal",10,11,14,8,"7.74873065948486",9,"",13,10,0.5,0.4795,95.4205,0,3.333,0,42.5,20.5,30.4,3.8,2.9,26,67,26,67,0.1497,0.6939,0.6961,16728
"Serbia","SRB","RS",2014,14.1960578887,51.5,43.8263801096,87460,81.9132403384,39.3483911605,119.3917104378,75.1365853659,5.8,12892.4963006621,7164132,55.373,44.2999992371,48.9000015259,22.2000007629,69.3000030518,61.4000015259,94.4092102051,6.4114785194,2.0234478176,13.9295701981,1.2,NA,0.8950490592,7.2055490853,57083,48693,50,70,60,0,1852.28527832031,"280000",3.7,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,0.4625,3.2375,NA,NA,NA,14.8,11.6,41.6,14.7,17.2,11,3,11,3,NA,0.5736,NA,57483
"Sierra Leone","SLE","SL",2014,NA,1.7,0.9669621273,72180,84.401149903,0.2626362939,65.6590734684,45.5509512195,107.2,1494.648548339,6092075,39.226,6.5999999046,4.6999998093,3.2000000477,69.9000015259,68.8000030518,44.6585617065,1.6943315686,0.000731009,10.3524303436,1.9,NA,0.4382020362,1.8563359791,2817,5320,0,0,0,0,5783.98388671875,"4171000",71.5,3,2,1,451,"Sierra Leone",8,10,13,8,"7.74873065948486",10,"",12,9,0.5,0.3575,71.1425,0,0,0,41.9,18.8,31.6,3.9,3.7,0,0,0,0,0.5395,0.8191,0.7634,2855
"Singapore","SGP","SG",2014,26.0341550227,73,817.0753860127,700,7713.1428571429,36.3469252109,155.9222112974,82.3463414634,2.2,76236.7936323961,5399200,100,9.3999996185,10.3000001907,2.7999999523,82.3000030518,73.6999969482,NA,1.8130270357,3.2748242488,16.6847705841,0.2,NA,4.8036070012,38.7429826462,3,65,0,0,0,0,7130.822265625,"721000",14.9,4,4,2,830,"Singapore",4,4,10,7,"5.26725053787231",12,"",8,7,0.5,0.0745,14.8255,7.222,1.733,0,13.4,17.8,50.3,10,8.5,0,0,0,0,0.6561,0.3857,0.3835,3
"Slovak Republic","SVK","SK",2014,15.5222456035,77.8826,321.2177121771,48088,112.5726376643,17.7443381674,113.9111555619,76.2609756098,6,25758.8626348949,5413393,53.945,34.9000015259,33.5,14.1999998093,77.5,69.9000015259,93.8831176758,5.7527742709,1.0163988619,18.4138202667,1.4,NA,0.5792988912,2.4238847296,701,323,0,0,0,0,2282.25146484375,"4000",0.1,1,1,1,317,"Slovakia",12,12,16,10,"10",14,"",15,13,0.5,5e-04,0.0995,0.556,8.267,5,15.2,12.2,45.2,13.5,13.9,0,0,0,0,0.5655,0.2539,0.2551,901
"Slovenia","SVN","SI",2014,24.9637909707,72.6756,647.7713178295,20140,102.2816782522,47.6523855971,110.2112116958,80.2780487805,2.3,27368.1720259118,2059953,49.764,21.6000003815,22.7999992371,10.1999998093,74.3000030518,70.9000015259,97.5656661987,6.5599613702,1.1371170267,31.4347896576,0.7,NA,1.3300704888,8.0003592727,213,28,0,0,0,0,2318.97900390625,"49000",2.4,1,1,1,349,"Slovenia",12,12,14,11,"10",13,"",15,14,0.5,0.012,2.388,0,2,2,13.4,10,43.9,14.8,17.9,0,0,0,0,0.2868,0.2216,0.2201,234
"Solomon Islands","SLB","SB",2014,0.3356906514,8,3.4904013962,27990,20.0511254019,1.3573733454,57.5707685427,67.716902439,25.1,2002.5924183862,561231,21.421,8.8999996185,9.6999998093,3.7999999523,81.3000030518,68.5,48.4396095276,4.8236322758,NA,NA,4.3,NA,NA,1.3241598869,NA,61,0,0,0,0,12960.5615234375," <1,000 ",0.1,3,4,2,940,"Solomon Islands",9,6,14,6,"6.09441089630127",12,"",10,8,0.5,5e-04,0.0995,0,5.8,0,36.2,20,35.4,4.4,4.1,0,0,0,0,0.6708,0.111,0.5254,3
"Somalia","SOM","SO",2014,0.5716690535,1.5,0.0925411808,627340,16.7302945771,0.6097803238,49.3826784086,55.0245121951,89.8,NA,10495583,38.612,10.1999998093,10.6000003815,6.9000000954,77.5,57.9000015259,NA,NA,NA,NA,8,896,0.3538065077,0.2370546897,2425,1121738,NA,NA,70,0,3484.9755859375,"9231000",98.6,7,7,3,520,"Somalia",0,0,1,0,"0.304290890693665",1,"",0,0,0.5,0.493,98.107,8.611,2.4,10,44,18.9,31.2,3.6,2.3,1422,3272,1422,3272,0.0028,0.8117,0.0326,12301
"South Africa","ZAF","ZA",2014,3.0604934466,48.9,116.4700612214,1213090,43.81990619,7.3434372698,145.6440212649,56.7365853659,32.8,12454.1909220073,53157490,63.788,48.9000015259,53.5999984741,24.8999996185,63.7999992371,56.2000007629,110.7635726929,4.3260958296,1.1219961798,21.5551204681,31,NA,0.3950746102,3.6676957828,65881,423,0,0,0,0,7733.619140625,"737000",1.5,2,2,1,560,"South Africa",11,12,15,8,"8.57589054107666",11,"",14,10,7.5,0.1125,1.3875,0,0,1.333,28.3,20.2,38.2,7.1,6.3,20,8,20,8,0.8603,0.7517,0.8652,303257
"Spain","ESP","ES",2014,25.7915476013,71.5719,314.1886114911,498800,93.4599538893,41.3072650791,106.8867145739,82.4268292683,3.6,31682.6447411771,46617825,79.129,57.7999992371,57.2999992371,26.6000003815,79.9000015259,74.1999969482,130.8067169189,6.2533994953,0.9161431631,26.4884204865,0.8,NA,0.9189644321,13.6924621664,4637,56,50,100,75,0,3610.57177734375,"1021000",2.3,1,1,1,230,"Spain",12,12,16,11,"10",15,"",16,14,0.5,0.0115,2.2885,0.833,7.933,0.667,15.4,9.6,45.9,11.4,17.6,101,8,101,8,0.4514,0.4165,0.4132,8981
"Sri Lanka","LKA","LK",2014,1.9947936439,21.9,11.4313393073,62710,326.6305214479,12.7239128918,95.4963205396,74.2402926829,8.2,9425.7373825859,20483000,18.3,14.1000003815,17.6000003815,4.1999998093,81.0999984741,59.4000015259,99.338508606,1.4250278507,2.7092866275,6.8699598312,3.4,NA,2.6462915267,1.645838377,145,123088,0,0,0,0,4685.76708984375,"1725000",8.5,4,5,2,780,"Sri Lanka",6,6,8,4,"4.44009065628052",8,"",6,5,0.5,0.0425,8.4575,6.944,2.4,10,24.7,14.9,42.1,9.5,8.7,509,1977,509,1977,0.4853,0.415,0.4645,1752
"Sudan","SDN","SD",2014,0.117642082,22.7,0.0406004984,2376000,20.7325248316,1.0946361037,72.8523129068,62.0444878049,51.2,3264.7729779456,37964306,33.46,22.6000003815,24.5,15.1999998093,76.4000015259,54.5,40.7425,1.3808641623,NA,NA,11.2,576,2.2124347539,1.6525522345,159857,649331,NA,NA,100,0,2033.73498535156,"30855000",71.4,7,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.357,71.043,6.944,8.667,10,40.8,20.2,31.8,3.9,3.3,255,1635,255,1635,0.4307,0.7147,0.719,400291
"Suriname","SUR","SR",2014,6.8786669535,37.4,55.1470588235,156000,3.4568974359,15.750932732,161.067802016,71.0316341463,20.3,15555.8427865772,539276,66.14,18.7000007629,22.5,7.8000001907,73.5,59.2999992371,76.0091629028,3.3680158778,NA,NA,6.1,NA,0.9087970619,7.5194300518,1,17,0,0,0,0,9800.2099609375,"84000",15.9,2,2,1,115,"Suriname",11,12,15,8,"8.57589054107666",10,"",13,8,0.5,0.0795,15.8205,0,2,0,26.2,17.6,44.1,6.5,5.7,0,0,0,0,0.791,0.7332,0.331,0
"Swaziland","SWZ","SZ",2014,0.3361306876,24.7,10.2523659306,17200,72.6461627907,3.6814313405,71.4677866755,48.9379268293,55.9,6470.8841903439,1249514,21.337,39.9000015259,42.4000015259,22.5,72.9000015259,58.9000015259,60.6870994568,6.2987337391,2.9570773263,38.6942405701,33.8,NA,NA,3.387509345,507,109,0,0,0,0,6681.92041015625,"2000",0.2,5,7,3,572,"Swaziland",3,0,8,0,"1.95861077308655",4,"",1,5,0.5,0.001,0.199,0,3.567,0,36.5,22.3,33.2,4.2,3.8,4,0,4,0,0.4444,0.0582,0.1722,1042
"Sweden","SWE","SE",2014,32.5531900444,94.7836,1606.9765034676,407340,23.5684661462,40.6107758718,124.3952500782,81.7048780488,2.4,43540.4943919326,9600379,85.514,25.1000003815,23.7999992371,8.1000003815,83.1999969482,80.9000015259,98.3752670288,7.9119549979,1.1248089589,32.6557998657,0.7,NA,0.3148862166,13.9262364357,114175,17,150,180,165,0,3173.45385742188,"451000",4.9,1,1,1,380,"Sweden",12,12,16,12,"10",16,"",16,16,30,1.47,3.43,0,1.833,2.667,16.9,12.3,39.2,11.7,19.8,9,1,9,1,0.2342,0.06,0.1968,141899
"Switzerland","CHE","CH",2014,42.5173805896,86.7,2829.1488058788,39516,204.6734234234,56.8632825165,136.7772396384,82.7487804878,3.6,54992.7229301419,8087875,73.787,8.8999996185,8.8000001907,4.4000000954,88.5,83.3000030518,96.3063812256,7.567642592,0.7372530561,27.4913406372,0.6,NA,0.452031675,22.5280191757,52464,15,NA,NA,40,0,2850.291015625,"433000",5.7,1,1,1,225,"Switzerland",12,12,15,12,"10",15,"",15,15,0.5,0.0285,5.6715,1.667,6.6,6,15.1,11.4,43.9,12,17.5,7,0,7,0,0.6083,0.5314,0.5441,74594
"Tajikistan","TJK","TJ",2014,0.0706641972,16,1.4270424545,139960,58.6441411832,5.177979964,91.8281242043,67.3746097561,40.9,2431.6590685453,8207834,26.621,17.7000007629,15.6000003815,10.6999998093,79.8000030518,70.6999969482,87.0034408569,2.0677317871,NA,NA,1.6,28,0.4561870154,3.7272695569,2048,661,NA,NA,190,0,2269.1826171875,"7006000",99,6,6,3,702,"Tajikistan",4,2,5,2,"1.95861077308655",4,"",4,3,7,6.93,92.07,7.778,0,1,33,20.1,38.9,4.8,3.2,8,8,8,8,0.3386,0.5107,0.5473,4319
"Tanzania","TZA","TZ",2014,0.1053801133,4.4,1.5367338495,885800,55.6029871303,0.335002087,55.7179314872,61.4931463415,36.4,2364.7027567608,49253126,30.196,5.5,6.5,3.5,91.0999984741,90.5,32.9677810669,2.6519920632,0.871818364,16.2465000153,12.7,NA,0.117348108,1.4657620416,102099,1040,0,0,0,0,4501.96240234375,"13450000",29.9,3,3,2,510,"Tanzania",7,9,11,7,"6.92157030105591",9,"",12,11,7.5,2.2425,27.6575,1.667,3.9,7,44.6,19.5,29.5,3.5,2.9,9,8,9,8,0.6334,0.7353,0.8983,102506
"Thailand","THA","TH",2014,7.3570557642,28.94,23.5187361469,510890,131.1642467067,9.0373893931,140.0511818282,74.3650731707,11.3,13931.8114713267,67010502,47.943,2.9000000954,3.0999999046,0.6999999881,85.9000015259,78.3000030518,86.9829406738,3.6644652643,1.516895529,37.4145812988,5,189,1.1437606376,1.7428051757,136499,222,0,0,0,0,6043.7578125,"3952000",5.8,4,4,2,800,"Thailand",6,8,9,5,"5.26725053787231",10,"",9,6,0.5,0.029,5.771,3.056,6.6,6,17.6,15,46.9,10.9,9.5,2189,1664,2189,1664,0.0994,0.6338,0.6344,141211
"Timor-Leste","TMP","TL",2014,0.0617894762,1.1,0.8319467554,14870,79.3590450572,0.2648120408,57.3759421792,67.5223658537,46.2,2039.7350749186,1180069,31.485,10.1000003815,13.3000001907,4.4000000954,51.5999984741,38.7000007629,56.6177101135,1.1678547503,2.3464566929,NA,3.6,NA,0.5484649168,1.2974384125,1,10,0,0,0,0,9728.1806640625,"1000",0.1,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,5e-04,0.0995,0.833,0,0,42.4,19.8,29.3,4.8,3.7,3,3,3,3,0.4254,NA,0.5261,2
"Togo","TGO","TG",2014,0.1014378504,4.5,4.29000429,54390,125.3352086781,0.9173707661,62.5349018085,56.4885121951,55.8,1345.914276292,6816982,38.979,10.1999998093,10.6999998093,6.9000000954,82.3000030518,82.1999969482,54.9405212402,4.4889915679,1.5713125021,15.4205799103,10.3,NA,0.2896224538,2.940082277,20613,10347,0,0,0,0,4716.8388671875,"827000",12.2,4,5,2,461,"Togo",6,4,8,4,"4.44009065628052",7,"",8,6,0.5,0.061,12.139,0,3.967,0,40.7,19.7,32.1,4.2,3.3,0,0,0,0,0.6596,0.7099,0.898,21042
"Trinidad and Tobago","TTO","TT",2014,14.5555571297,63.8,112.3511904762,5130,261.4329434698,21.719478269,144.9406517238,69.9252195122,19,29469.3529907208,1341151,8.666,10.8999996185,13.1999998093,5.8000001907,82.4000015259,71,NA,2.6235881538,NA,NA,28.3,NA,0.5946027686,2.586260772,20,336,0,0,0,0,10079.7734375,"78000",5.8,2,2,1,52,"Trinidad and Tobago",11,11,15,9,"8.57589054107666",13,"",13,9,0.5,0.029,5.771,0.833,2.8,1.667,19.4,13,46.9,11.1,9.5,4,0,4,0,0.7936,0.6475,0.1251,62
"Tunisia","TUN","TN",2014,4.8559839185,43.8,17.8928247048,155360,70.0727342945,9.2936625831,115.6035798614,73.6463414634,13.1,10767.6416787227,10886500,66.456,32,31.2000007629,13.3000001907,75.5,51.2000007629,90.6009063721,4.1951504118,2.017013641,NA,2.2,NA,1.2011504911,0.3184856501,730,1371,1500,3000,2250,0,2395.86499023438,"10349000",99.8,4,3,2,616,"Tunisia",7,9,10,5,"6.09441089630127",9,"",12,6,0.5,0.499,99.301,8.611,7.933,6.333,23,16,44.6,8.4,7.9,36,43,36,43,0.0104,0.0394,0.0124,1094
"Turkey","TUR","TR",2014,11.1871287174,46.25,57.4126086211,769630,97.3619024726,18.0851826643,92.9649710331,75.1759512195,16.5,18567.1347101229,74932641,72.37,18.7999992371,20.3999996185,10,75.5999984741,53.5,86.109336853,4.3272180637,2.3216484796,NA,2.6,19,2.226739574,1.9559121127,609938,66607,NA,NA,600,1,1061.53955078125,"74660000",98.6,4,3,2,640,"Turkey",7,11,9,7,"6.09441089630127",10,"",10,7,12.5,12.325,86.275,4.444,7.333,10,25.5,16.8,42.9,8.1,6.7,416,499,416,499,0.0049,0.32,0.2216,662405
"Turkmenistan","TKM","TM",2014,0.034350673,9.6,0.37686075,469930,11.1507501117,11.4883917626,116.8934319986,65.4625853659,46.6,13554.9311521902,5240072,49.35,19.2999992371,20.2000007629,10.6000003815,79.6999969482,64.4000015259,85.3651428223,1.2917509738,NA,NA,12.8,NA,0.9545189095,4.1194011497,45,517,NA,NA,360,0,1360.60473632812,"4830000",93.3,7,7,3,701,"Turkmenistan",0,0,2,0,"0.304290890693665",3,"",1,1,1,0.933,92.367,8.611,9.333,6.333,26.4,20.2,42.3,6.9,4.2,0,0,0,0,0.2327,0.3918,0.3984,45
"Uganda","UGA","UG",2014,0.1104343834,16.2,1.5703436736,199810,188.0730493969,0.5521027292,44.0906907381,59.19,43.8,1620.5769390933,37578876,15.437,6.0999999046,6.5999999046,3.7999999523,79.5999984741,78.0999984741,26.8669300079,4.3372889566,1.8809293562,23.4180793762,10.7,NA,0.3113714863,1.9023272076,220555,8177,0,0,0,0,3711.9990234375,"4060000",12,4,5,2,500,"Uganda",4,3,11,3,"4.44009065628052",7,"",6,6,2.5,0.3,11.7,3.889,1.333,0,48.7,21.2,25.7,2.4,2.1,17,121,17,121,0.6332,0.9302,0.9227,244776
"Ukraine","UKR","UA",2014,8.8305405061,41.8,45.5841085357,579320,78.522405579,26.1522580006,138.0646548909,71.1595121951,8.6,8508.0147873102,45489600,69.274,18.8999996185,17.7999992371,7.9000000954,73.3000030518,67.6999969482,98.8634490967,4.2317814384,2.9325102015,30.1440296173,4.3,NA,0.5256946113,11.4616236508,2968,5172,NA,NA,50,0,1941.869140625,"393000",0.9,3,4,2,369,"Ukraine",8,8,10,4,"6.09441089630127",11,"",9,7,0.5,0.0045,0.8955,2.222,1.333,9,14,11.5,45,13.6,15.9,23,3,23,3,0.6157,0.4737,0.4741,8446
"United Arab Emirates","ARE","AE",2014,11.1143233739,88,283.188651281,83600,111.7958014354,22.3195613927,171.8737993024,77.1312926829,7,57044.5776548759,9346129,84.981,8.1000003815,9.8999996185,3.7999999523,92.3000030518,80.1999969482,NA,2.2500754132,4.9567843973,NA,2.6,NA,0.9959683832,39.012611092,603,90,NA,NA,15,0,1384.18225097656,"3577000",76,6,6,3,696,"United Arab Emirates",2,1,4,2,"1.95861077308655",4,"",2,4,10,7.6,68.4,5.556,9,4.667,20.7,13.7,61.5,3.1,1,3,0,3,0,0.331,0.6252,0.4874,680
"United Kingdom","GBR","GB",2014,35.7597222452,89.8441,1291.7823302266,241930,264.9806927624,52.8758756952,124.6098070578,80.956097561,3.9,36931.4742257195,64106779,82.092,22.5,20.2999992371,7.5,82.0999984741,76.1999969482,95.4163589478,7.6172503872,2.1624909094,31.4824905396,1,NA,0.4851113933,10.2789304431,126055,142,500,600,550,0,3546.1513671875,"2869000",4.6,1,1,1,200,"United Kingdom",12,12,15,12,"10",15,"",16,15,12.5,0.575,4.025,2.222,7.933,6,17.3,12.6,41,11.5,17.5,375,12,375,12,0.6944,0.1211,0.0532,151170
"United States","USA","US",2014,29.2509890839,84.2,1550.1106872027,9147420,34.5593444928,42.2204960791,95.5292348104,78.8414634146,5.9,51340.4876279117,316128839,81.277,17.2000007629,15.8000001907,7.4000000954,77.3000030518,71.6999969482,93.6739501953,8.0509176528,3.818089056,23.947889328,4.7,NA,0.9015833128,13.8408152466,263662,4761,NA,NA,100,0,9115.1357421875,"2595000",0.8,1,1,1,2,"United States",11,11,16,10,"10",15,"",16,14,12.5,0.1,0.7,NA,NA,NA,19.4,13.7,39.9,12.6,14.5,99,39,99,39,0.8241,0.4901,0.2514,348005
"Uruguay","URY","UY",2014,21.1315790555,58.1,95.3495174027,175020,19.4667009485,30.7727009371,154.618465998,77.0514146341,9.5,18965.8165353822,3407062,94.983,15.8000001907,18.5,6.5999999046,85.8000030518,76.5,90.3358688354,6.1431056347,1.8699569654,NA,7.9,NA,1.4548019612,2.3694076659,203,146,0,0,0,0,12266.8623046875," <1,000 ",0.1,1,1,1,165,"Uruguay",12,12,16,11,"10",15,"",16,15,0.5,5e-04,0.0995,0,0,0,21,16,38.9,10.1,13.9,0,0,0,0,0.3548,0.2504,0.0817,245
"Uzbekistan","UZB","UZ",2014,1.058612429,38.2,1.6624291023,425400,71.0935590033,6.9122587596,74.3067816655,68.2275853659,36.7,5002.1491200742,30243200,36.217,19.2999992371,20.2999992371,10.6999998093,78.5999984741,64.6999969482,105.1697616577,3.1179062569,NA,NA,3.7,NA,0.5112617429,4.1170734952,141,4965,NA,NA,500,0,2354.82885742188,"26833000",96.5,7,7,3,704,"Uzbekistan",0,0,1,0,"0.304290890693665",3,"",0,0,1,0.965,95.535,8.611,8.333,9.333,24.9,20.5,43,6.8,4.8,2,3,2,3,0.2133,0.4125,0.412,141
"Venezuela, RB","VEN","VE",2014,7.3106951714,54.9,12.1227837023,882050,34.4710696673,25.5672556349,101.6144340014,74.643097561,12.9,17614.5982099448,30405207,88.894,14,16.1000003815,7.5,82.6999969482,68.8000030518,92.9535827637,0.9763692314,1.2123411622,NA,53.7,NA,0.8130488256,3.4685472713,204340,8395,0,0,0,0,10569.2509765625,"95000",0.3,5,5,2,101,"Venezuela",4,5,9,2,"3.61293053627014",7,"",8,4,0.5,0.0015,0.2985,3.889,7.767,2.333,28.2,18.8,39.6,7.5,5.9,7,12,7,12,0.135,0.4966,0.0686,205413
"Vietnam","VNM","VN",2014,5.6189081615,43.9,11.886613199,310070,289.3182184668,10.1320103103,130.8904335487,75.7564878049,19,5124.6035198023,89708900,32.309,4.8000001907,5.4000000954,2,85.5,82.1999969482,NA,2.4932442845,2.176849795,NA,3.3,NA,0.9713262626,0.0797250741,990,314105,0,0,0,0,6149.15625,"160000",0.2,5,7,3,816,"Vietnam",1,0,4,1,"1.95861077308655",8,"",1,4,0.5,0.001,0.199,8.611,6.2,6,24.3,17.8,44.8,7.4,5.7,0,0,0,0,0.508,0.2383,0.2377,NA
"West Bank and Gaza","WBG","PS",2014,4.9248837631,46.6,5.1498127341,6020,692.6089700997,9.3157077823,73.7405331814,73.2033414634,18.6,4484.4337874114,4169506,74.8,34.5999984741,38.2999992371,23.3999996185,68.9000015259,42.7999992371,82.2902297974,NA,NA,NA,7.4,NA,5.6918435881,50.4790477925,1994493,96044,NA,NA,60,0,281.228057861328,"4298000",97.5,6,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.4875,97.0125,2.5,7.7,10,38.45,21.15,33.25,3.95,3.2,318,214,318,214,0.17185,NA,0.0771,NA
"Yemen, Rep.","YEM","YE",2014,1.0521407438,20,0.76094357,527970,46.228727011,4.6830096191,69.0147787671,63.0895853659,40.4,3832.284739919,24407381,33.45,20.2999992371,29.7999992371,17.3999996185,74.3000030518,50.4000015259,49.1850395203,1.3350583699,3.9346317877,12.1281499863,4.8,582,1.9353356502,2.2752968325,241288,2428,NA,NA,110,0,1996.06689453125,"24023000",99,6,6,3,679,"Yemen",3,3,6,2,"1.95861077308655",5,"",4,2,37.5,37.125,61.875,6.944,7.267,10,41.7,21.1,30.9,3.7,2.6,1023,2640,1023,2640,0.0023,NA,0.008,249485
"Zambia","ZMB","ZM",2014,0.092298867,15.4,3.5949670461,743390,19.5572176112,0.7962367869,71.504631795,58.0927804878,55.8,3799.5404355805,14538640,40.027,26.6000003815,24.6000003815,13.3000001907,86,79.6999969482,NA,2.9348803291,1.4068313961,NA,10.7,NA,0.2680714695,1.7639423817,23594,232,0,0,0,0,5516.59716796875,"59000",0.4,4,3,2,551,"Zambia",NA,NA,NA,NA,"6.09441089630127",NA,"",NA,NA,0.5,0.002,0.398,0,8.333,0,46.2,20,28.5,2.9,2.4,0,0,0,0,0.7359,0.7808,0.8734,25814
"Zimbabwe","ZWE","ZW",2014,0.7319899407,18.5,4.7263511199,386850,36.5765748998,2.1496082447,96.3498667953,59.7734878049,55,1773.3132255994,14149648,32.654,9.3000001907,9.3000001907,5.4000000954,90.6999969482,87.6999969482,47.2041397095,NA,2.6389918458,NA,10.6,NA,0.6855748572,2.8466668675,6389,19681,0,0,0,0,5740.6826171875,"109000",0.9,6,6,3,552,"Zimbabwe",NA,NA,NA,NA,"1.95861077308655",NA,"",NA,NA,0.5,0.0045,0.8955,4.722,1.733,3.667,38.4,22.1,32.3,3.6,3.5,13,9,13,9,0.7363,0.3874,0.4472,6869
